title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,movie_id
Jefferson in Paris (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,252
"Jerky Boys, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
Junior (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,254
Just Cause (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,255
"Kid in King Arthur's Court, A (1995)",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,256
Kiss of Death (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,257
Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,258
Little Women (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,259
"Little Princess, A (1995)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,260
Ladybird Ladybird (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,261
"Enfer, L' (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262
Like Water for Chocolate (Como agua para chocolate) (1992),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,263
Legends of the Fall (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,264
Major Payne (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
Little Odessa (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,266
My Crazy Life (Mi vida loca) (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,267
Love Affair (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,268
Losing Isaiah (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,269
"Madness of King George, The (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,270
Mary Shelley's Frankenstein (Frankenstein) (1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,271
Man of the House (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
Mixed Nuts (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
Milk Money (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,274
Miracle on 34th Street (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,275
Miami Rhapsody (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
My Family (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,277
Murder in the First (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,278
Nobody's Fool (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,279
Nell (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,280
New Jersey Drive (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,281
New York Cop (Nyû Yôku no koppu) (1993),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,282
Beyond Bedlam (1993),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,283
Nemesis 2: Nebula (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,284
Nina Takes a Lover (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,285
Natural Born Killers (1994),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,286
Only You (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,287
Once Were Warriors (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,288
Poison Ivy II (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,289
Outbreak (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,290
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,291
"Perez Family, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,292
"Pyromaniac's Love Story, A (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,293
Pulp Fiction (1994),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,294
Panther (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,295
Pushing Hands (Tui shou) (1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,296
Priest (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,297
Quiz Show (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,298
Picture Bride (Bijo photo) (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,299
"Queen Margot (Reine Margot, La) (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,300
"Quick and the Dead, The (1995)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,301
Roommates (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,302
Ready to Wear (Pret-A-Porter) (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
Three Colors: Red (Trois couleurs: Rouge) (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,304
Three Colors: Blue (Trois couleurs: Bleu) (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,305
Three Colors: White (Trzy kolory: Bialy) (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,306
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,307
Rent-a-Kid (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308
Relative Fear (1994),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,309
Stuart Saves His Family (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310
"Swan Princess, The (1994)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311
"Secret of Roan Inish, The (1994)",0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,312
"Specialist, The (1994)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,313
Stargate (1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,314
"Santa Clause, The (1994)",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,315
"Shawshank Redemption, The (1994)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,316
Shallow Grave (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,317
Suture (1993),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,318
Strawberry and Chocolate (Fresa y chocolate) (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,319
Swimming with Sharks (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,320
"Sum of Us, The (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,321
National Lampoon's Senior Trip (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
To Live (Huozhe) (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,323
Tank Girl (1995),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,324
Tales from the Crypt Presents: Demon Knight (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,325
Star Trek: Generations (1994),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,326
Tales from the Hood (1995),0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,327
Tom & Viv (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,328
Village of the Damned (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,329
Tommy Boy (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
Vanya on 42nd Street (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,331
Underneath (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,332
"Walking Dead, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,333
What's Eating Gilbert Grape (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,334
Virtuosity (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,335
While You Were Sleeping (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,336
"War, The (1994)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,337
Double Happiness (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,338
Muriel's Wedding (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
"Baby-Sitters Club, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
Ace Ventura: Pet Detective (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341
"Adventures of Priscilla, Queen of the Desert, The (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,342
Backbeat (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,343
Bitter Moon (1992),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,344
Bullets Over Broadway (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345
Clear and Present Danger (1994),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,346
"Client, The (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,347
"Corrina, Corrina (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,348
Crooklyn (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,349
"Crow, The (1994)",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,350
Cobb (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,351
"Flintstones, The (1994)",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,352
Forrest Gump (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,353
Four Weddings and a Funeral (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,354
Higher Learning (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,355
I Like It Like That (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,356
I Love Trouble (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357
It Could Happen to You (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,358
"Jungle Book, The (1994)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,359
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,360
"Lion King, The (1994)",0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,361
Little Buddha (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,362
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,363
"Mask, The (1994)",0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,364
Maverick (1994),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,365
Mrs. Parker and the Vicious Circle (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,366
Naked Gun 33 1/3: The Final Insult (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367
"Paper, The (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,368
Reality Bites (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,369
Red Rock West (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,370
Richie Rich (1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371
Safe Passage (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,372
"River Wild, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,373
Speed (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,374
Speechless (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,375
Timecop (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,376
True Lies (1994),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,377
When a Man Loves a Woman (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,378
Wolf (1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,379
Wyatt Earp (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,380
Bad Company (1995),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,381
"Man of No Importance, A (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,382
S.F.W. (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,383
"Low Down Dirty Shame, A (1994)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384
Boys Life (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,385
"Colonel Chabert, Le (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,386
Faster Pussycat! Kill! Kill! (1965),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,387
Jason's Lyric (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,388
"Secret Adventures of Tom Thumb, The (1993)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389
Street Fighter (1994),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,390
Coldblooded (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391
Desert Winds (1995),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,392
Fall Time (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,393
"Fear, The (1995)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,394
Frank and Ollie (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,395
Girl in the Cadillac (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,396
Homage (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,397
Mirage (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,398
Open Season (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399
Two Crimes (Dos crímenes) (1995),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,400
Brother Minister: The Assassination of Malcolm X (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,401
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,402
Federal Hill (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,403
In the Mouth of Madness (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,404
8 Seconds (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,405
Above the Rim (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,406
Addams Family Values (1993),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,407
Martin Lawrence: You So Crazy (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,408
"Age of Innocence, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,409
Airheads (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
"Air Up There, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411
Another Stakeout (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,412
Bad Girls (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,413
Barcelona (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,414
Being Human (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,415
"Beverly Hillbillies, The (1993)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416
Beverly Hills Cop III (1994),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,417
Black Beauty (1994),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,418
Blink (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,419
Blown Away (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,420
Blue Chips (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,421
Blue Sky (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,422
Body Snatchers (1993),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,423
Boxing Helena (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,424
"Bronx Tale, A (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,425
Cabin Boy (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426
Calendar Girl (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,427
Carlito's Way (1993),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,428
City Slickers II: The Legend of Curly's Gold (1994),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,429
Clean Slate (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430
Cliffhanger (1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,431
Coneheads (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,432
Color of Night (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,433
Cops and Robbersons (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434
"Cowboy Way, The (1994)",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,435
Dangerous Game (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,436
Dave (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,437
Dazed and Confused (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438
Demolition Man (1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,439
"Endless Summer 2, The (1994)",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,440
Even Cowgirls Get the Blues (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,441
Fatal Instinct (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442
Farewell My Concubine (Ba wang bie ji) (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,443
"Favor, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,444
Fearless (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,445
Fear of a Black Hat (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446
With Honors (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,447
Flesh and Bone (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,448
Widows' Peak (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,449
For Love or Money (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,450
"Firm, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,451
Free Willy (1993),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,452
Fresh (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,453
"Fugitive, The (1993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,454
Geronimo: An American Legend (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,455
"Getaway, The (1994)",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,456
Getting Even with Dad (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457
Go Fish (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,458
"Good Man in Africa, A (1994)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459
Guilty as Sin (1993),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,460
Hard Target (1993),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,461
Heaven & Earth (1993),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,462
Hot Shots! Part Deux (1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,463
Live Nude Girls (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,465
"House of the Spirits, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,466
House Party 3 (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467
"Hudsucker Proxy, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468
I'll Do Anything (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,469
In the Army Now (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,470
In the Line of Fire (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,471
In the Name of the Father (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,472
"Inkwell, The (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,473
What's Love Got to Do with It? (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,474
Jimmy Hollywood (1994),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,475
Judgment Night (1993),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,476
Jurassic Park (1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,477
Kalifornia (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,478
Killing Zoe (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,479
King of the Hill (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,480
Lassie (1994),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481
Last Action Hero (1993),0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,482
Life with Mikey (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483
Lightning Jack (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,484
M. Butterfly (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,485
Made in America (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486
Malice (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,487
"Man Without a Face, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,488
Manhattan Murder Mystery (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,489
Menace II Society (1993),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,490
Executive Decision (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,491
In the Realm of the Senses (Ai no corrida) (1976),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,492
What Happened Was... (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,493
Much Ado About Nothing (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,494
Mr. Jones (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,495
Mr. Wonderful (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,496
Mrs. Doubtfire (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,497
Naked (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,498
"Next Karate Kid, The (1994)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,499
"New Age, The (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500
No Escape (1994),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,501
North (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502
